Contract.Date	Transaction.Date	Address	Price	Block.Size.m2	Transaction.Type	Purpose	Advertise.Date	Bed.Num	Bath.Num	Ensuite.Num	Garage.Num	Carport.Num
6/02/2002	13/05/2002	22/28 Springvale Drive	98000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/03/2002	26/04/2002	19/153 Murranji Street	97000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/03/2002	25/03/2002	11/30 Springvale Drive	97000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/02/2002	13/05/2002	21/28 Springvale Drive	93000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
15/01/2002	23/05/2002	8/8 Beetaloo Street	92000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
30/11/2002	8/01/2003	6/26 Springvale Drive	91000	4379	Full transfer	Multiple unit dwelling	8/11/2002	1	NA	NA	0	1
13/09/2002	13/11/2002	20/26 Springvale Drive	90000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/11/2002	28/11/2002	150 Murranji Street	87500	287	Partial transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
16/09/2002	23/10/2002	7/72 Hawker Place	84000	447	Full transfer	Non retail commercial uses	NA	NA	NA	NA	NA	NA
16/09/2002	23/10/2002	8/72 Hawker Place	84000	447	Full transfer	Non retail commercial uses	NA	NA	NA	NA	NA	NA
5/06/2002	19/08/2002	4 Elkedra Close	80000	320	Partial transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
15/10/2002	3/01/2003	14 Andado Place	31600	1808	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
29/03/2002	3/05/2002	53 Elkedra Close	NA	472	Partial transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
12/04/2002	19/07/2002	19 Woolner Circuit	NA	968	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
4/09/2002	NA	4 Andado *	NA	NA	Full transfer	NA	17/07/2002	4	1	1	2	NA
24/05/2002	27/05/2002	30 Epenarra Close	NA	334	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
13/05/2002	13/01/2003	63 Ambalindum Street	NA	1227	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
29/08/2002	22/11/2002	3 Marqua Place	NA	390	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
7/02/2002	26/03/2002	26 Elsey Street	NA	1246	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
25/04/2002	16/08/2002	14 Walhallow Street	NA	327	Partial transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
14/11/2002	NA	6a Century Court/beetaloo Street *	NA	NA	Full transfer	NA	11/09/2002	2	1	NA	1	NA
14/02/2002	10/12/2003	7/42 Jinka Street	NA	6092	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/10/2002	12/01/2005	11 Kulgera Street	NA	859	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
1/03/2002	14/06/2002	51 Alroy Circuit	NA	940	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
13/03/2002	16/07/2002	16 Tanumbirini Street	NA	1445	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
19/07/2002	28/11/2002	100 Murranji Street	NA	919	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
23/06/2002	12/12/2002	69 Erldunda Circuit	NA	963	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
28/08/2002	NA	1 Alroy *	NA	NA	Full transfer	NA	12/06/2002	4	1	1	2	NA
14/10/2002	NA	NA *	NA	NA	Full transfer	NA	19/09/2002	2	1	NA	1	NA
2/11/2001	12/02/2002	26 Marrakai Street	685000	3397	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
10/11/2001	8/03/2002	38 Elsey Street	605000	1884	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
23/10/2001	19/12/2001	32 Marrakai Street	560000	1649	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
7/12/2001	7/12/2001	12 Andado Place	480000	4834	Full transfer	Multi unit development (res...	NA	NA	NA	NA	NA	NA
3/08/2001	13/09/2001	30 Murranji Street	440000	997	Full transfer	Single residential dwelling	25/10/2000	6	4	NA	3	NA
9/03/2001	13/07/2001	24 Ambalindum Street	425000	1189	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
30/05/2001	23/07/2001	30 Goodparla Street	425000	1250	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
7/11/2001	11/02/2002	3/12 Andado Place	415000	4834	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/09/2001	8/03/2002	32 Tanumbirini Street	407000	1425	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
15/12/2001	8/02/2002	44 Tanumbirini Street	406000	1317	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
26/11/2001	12/02/2002	1/12 Andado Place	400000	4834	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
3/09/2001	1/11/2001	9 Moroak Street	395000	1184	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
11/01/2001	24/04/2001	26 Woolner Circuit	395000	1159	Full transfer	Single residential dwelling...	NA	NA	NA	NA	NA	NA
12/10/2001	18/02/2002	5/12 Andado Place	395000	4834	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/08/2001	NA	Bonrook Street *	390000	NA	Full transfer	NA	1/08/2001	2	NA	NA	NA	NA
30/05/2001	27/12/2001	11 Mainoru Place	372500	1515	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
26/04/2001	NA	Jinka Street *	360000	NA	Full transfer	NA	22/02/2001	3	NA	NA	NA	NA
21/11/2001	12/02/2002	65 Erldunda Circuit	359000	790	Full transfer	Single residential dwelling	1/11/2001	4	1	1	NA	NA
14/09/2001	25/10/2001	30/1 Delamere Street	350000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/06/2001	6/11/2001	10 Florina Place	349000	1643	Full transfer	Single residential dwelling	7/05/2001	4	2	NA	2	NA
30/04/2001	26/06/2001	48 Ambalindum Street	346000	1729	Full transfer	Single residential dwelling	21/03/2001	4	1	1	2	NA
17/12/2001	16/01/2002	54 Alroy Circuit	345000	914	Full transfer	Single residential dwelling	23/11/2001	3	1	1	2	NA
30/04/2001	21/06/2001	27/1 Delamere Street	335000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/08/2001	5/10/2001	6/1 Delamere Street	330000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/03/2001	20/06/2001	24/1 Delamere Street	330000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
31/07/2001	19/10/2001	25/1 Delamere Street	330000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/07/2001	5/09/2001	19/1 Delamere Street	325000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
25/05/2001	31/08/2001	12/1 Delamere Street	325000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/04/2001	18/06/2001	52 Woolner Circuit	320000	1212	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
14/09/2001	11/10/2001	38 Woolner Circuit	320000	1075	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
2/02/2001	5/03/2001	56 Alroy Circuit	315000	914	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
15/01/2001	26/06/2001	18/1 Delamere Street	312000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/07/2001	11/09/2001	6 Woolner Circuit	310000	1127	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
7/05/2001	3/07/2001	3 Erldunda Circuit	300000	984	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
9/09/2001	19/12/2001	10 Moroak Street	300000	1078	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
30/05/2001	17/07/2001	8/1 Delamere Street	298000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/06/2001	2/08/2001	5/1 Delamere Street	298000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/05/2001	16/07/2001	3/1 Delamere Street	295000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/06/2001	17/07/2001	10/1 Delamere Street	295000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/06/2001	25/09/2001	22/1 Delamere Street	295000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
17/04/2001	18/05/2001	83 Erldunda Circuit	295000	1288	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
31/01/2001	20/03/2001	22 Alexandria Street	291000	828	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
25/09/2001	NA	Elkedra Street *	285000	NA	Full transfer	NA	12/06/2001	4	1	1	2	NA
24/04/2001	19/06/2001	13 Alroy Circuit	285000	834	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
8/01/2001	29/06/2001	29/1 Delamere Street	280000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
4/07/2001	31/07/2001	17 Elsey Street	279950	850	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
2/11/2001	12/12/2001	91 Erldunda Circuit	275000	990	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
30/04/2001	21/06/2001	13/1 Delamere Street	275000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
6/09/2001	10/10/2001	30 Erldunda Circuit	275000	743	Full transfer	Single residential dwelling	9/08/2001	4	NA	1	NA	NA
22/05/2001	17/07/2001	7/42 Jinka Street	260000	6092	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/01/2001	26/06/2001	9/1 Delamere Street	260000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/08/2001	10/01/2002	11/1 Delamere Street	260000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/02/2001	7/03/2001	3 Andado Place	247500	1341	Full transfer	Single residential dwelling	7/10/2000	5	1	1	0	1
12/04/2001	NA	Springvale Drive *	235000	NA	Full transfer	NA	2/03/2001	4	1	NA	1	NA
15/02/2001	18/04/2001	11 Mataranka Street	232000	1108	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
8/05/2001	NA	Alexandria Street *	222500	NA	Full transfer	NA	15/03/2001	3	1	NA	1	NA
8/03/2001	30/03/2001	5 Kyabra Place	218000	968	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
21/12/2001	30/01/2002	130 Murranji Street	209950	332	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
14/08/2001	24/09/2001	2 Epenarra Close	205000	483	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
7/05/2001	25/06/2001	1/9 Jinka Street	187500	3362	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
3/05/2001	6/06/2001	9/8 Bonrook Street	185000	5017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/06/2001	31/07/2001	3 Mataranka Street	180000	1001	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
20/11/2001	19/12/2001	5 Elkedra Close	170000	303	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
1/10/2001	13/12/2001	3/1 Limbunya Street	170000	2159	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
10/04/2001	NA	Jinka Street *	169000	NA	Full transfer	NA	14/02/2001	3	1	NA	0	2
14/08/2001	11/09/2001	48 Epenarra Close	165000	394	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
6/04/2001	19/06/2001	144 Murranji Street	164950	317	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
22/05/2001	13/09/2001	14/121 Hawker Place	162000	3750	Full transfer	"Office,professional suite"	NA	NA	NA	NA	NA	NA
20/08/2001	13/09/2001	13/41 Jinka Street	162000	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
16/10/2001	9/11/2001	7 Epenarra Close	161250	316	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
18/04/2001	31/07/2001	13 Alexandria Street	155000	804	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
29/08/2001	25/09/2001	14/21 Jinka Street	155000	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
23/07/2001	28/08/2001	5/8 Walhallow Street	155000	8574	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/09/2001	27/12/2001	6/10 Jinka Street	150000	7726	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
1/02/2001	8/03/2001	29 Elkedra Close	149000	353	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
14/02/2001	4/05/2001	15/41 Jinka Street	148000	10583	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
10/04/2001	16/05/2001	16 Elkedra Close	145000	297	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
15/01/2001	30/04/2001	13 Epenarra Close	144000	316	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
22/03/2001	18/06/2001	4 Elkedra Close	141000	320	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
15/02/2001	21/02/2001	150 Murranji Street	132500	287	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
30/08/2001	20/12/2001	10/21 Jinka Street	131000	10221	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
10/11/2001	18/01/2002	17/28 Springvale Drive	117000	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
21/04/2001	11/10/2001	24/4 Beetaloo Street	114000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/06/2001	9/08/2001	2/30 Springvale Drive	107000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
5/10/2001	8/02/2002	15/32 Springvale Drive	106000	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/10/2001	22/11/2001	16/8 Beetaloo Street	105000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
16/11/2001	21/05/2002	23/153 Murranji Street	104905	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/10/2001	14/12/2001	18/26 Springvale Drive	104500	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
28/08/2001	28/08/2001	18/30 Springvale Drive	100000	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/05/2001	12/06/2001	16/32 Springvale Drive	99950	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
21/12/2001	12/02/2002	25/4 Beetaloo Street	99000	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
25/07/2001	9/04/2002	21/4 Beetaloo Street	97990	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
30/11/2001	15/01/2002	16/3 Bonrook Street	97000	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/12/2001	19/02/2002	24/8 Beetaloo Street	97000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
19/12/2001	24/01/2002	12/3 Bonrook Street	97000	3862	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
13/11/2001	14/01/2002	12/8 Beetaloo Street	95000	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/11/2001	30/11/2001	13/153 Murranji Street	95000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
24/08/2001	10/10/2001	17/4 Beetaloo Street	93500	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/08/2001	10/10/2001	20/32 Springvale Drive	92500	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/07/2001	13/07/2001	24/28 Springvale Drive	89900	3934	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/11/2001	19/12/2001	9/153 Murranji Street	89500	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
16/03/2001	23/04/2001	9/32 Springvale Drive	89500	4247	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/06/2001	23/07/2001	18/8 Beetaloo Street	83300	5520	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
20/04/2001	21/06/2001	24/26 Springvale Drive	82000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
7/06/2001	27/06/2001	18/26 Springvale Drive	80000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/03/2001	1/05/2001	3/153 Murranji Street	80000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
10/04/2001	14/05/2001	20/4 Beetaloo Street	79950	7773	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
4/04/2001	18/05/2001	4/30 Springvale Drive	78500	4017	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
26/09/2001	25/10/2001	10/153 Murranji Street	74000	5542	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
15/08/2001	10/09/2001	3/26 Springvale Drive	69000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
27/03/2001	15/05/2001	4/26 Springvale Drive	68000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/01/2001	26/02/2001	6/26 Springvale Drive	60000	4379	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/01/2001	26/02/2001	21/26 Springvale Drive	60000	4379	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/01/2001	26/02/2001	22/26 Springvale Drive	60000	4379	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/01/2001	26/02/2001	5/26 Springvale Drive	60000	4379	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
21/02/2001	19/03/2001	13/26 Springvale Drive	59000	4379	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/11/2001	12/12/2001	7/4 Beetaloo Street	NA	7773	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/04/2001	14/08/2002	7/10 Jinka Street	NA	7726	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
15/11/2001	15/11/2001	3 Marqua Place	NA	390	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
24/09/2001	24/09/2001	13 Kurundi Place	NA	1442	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
24/06/2001	15/03/2002	94 Springvale Drive	NA	2181	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
12/01/2001	12/01/2001	87 Erldunda Circuit	NA	1105	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
26/06/2001	5/09/2001	6/121 Hawker Place	NA	3750	Partial transfer	Consulting rooms	NA	NA	NA	NA	NA	NA
1/03/2001	1/03/2001	2 Elkedra Close	NA	490	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
12/04/2001	8/08/2002	10 Epenarra Close	NA	317	Full transfer	Medium density dwelling	NA	NA	NA	NA	NA	NA
28/08/2001	28/08/2001	17/30 Springvale Drive	NA	4017	Partial transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/10/2001	16/01/2002	24 Elsey Street	NA	1225	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
26/06/2001	5/09/2001	62 Springvale Drive	NA	923	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
5/11/2001	6/02/2002	33 Alexandria Street	NA	831	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
14/05/2001	14/05/2001	13 Mataranka Street	NA	943	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/07/2001	10/10/2001	16 Elsey Street	NA	1718	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
15/11/2001	3/05/2002	25 Ambalindum Street	NA	1280	Partial transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
25/10/2000	20/08/2001	10 Kurundi Place	544000	2186	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
5/01/2000	22/02/2000	2 Marrakai Street	450000	2038	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
30/10/2000	21/05/2001	17 Marrakai Street	440000	1368	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
6/03/2000	2/05/2000	51 Woolner Circuit	440000	1997	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
22/11/2000	29/12/2000	42 Woolner Circuit	430000	1129	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/10/2000	15/02/2001	17 Goodparla Street	425000	1163	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
14/07/2000	20/09/2000	5 Rosewood Place	362500	826	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
19/04/2000	15/05/2000	3 Alroy Circuit	355000	842	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
5/10/2000	13/12/2000	9 Elsey Street	355000	976	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
6/06/2000	13/07/2000	16 Woolner Circuit	340000	1184	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
15/12/2000	30/04/2001	77 Erldunda Circuit	335000	1121	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
27/03/2000	1/05/2000	16 Tanumbirini Street	335000	1445	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
30/06/2000	6/09/2000	28 Woolner Circuit	333000	1159	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
30/08/2000	29/09/2000	102 Springvale Drive	333000	2011	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
25/10/2000	16/01/2001	19 Goodparla Street	333000	1152	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
13/10/2000	20/06/2001	2/1 Delamere Street	320000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
15/06/2000	12/07/2000	9 Murranji Street	320000	1120	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
26/10/2000	14/12/2000	21 Alexandria Street	320000	949	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
25/09/2000	21/06/2001	14/1 Delamere Street	320000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
2/12/2000	18/01/2001	13 Andado Place	320000	2189	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
4/10/2000	26/06/2001	23/1 Delamere Street	320000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/09/2000	26/06/2001	7/1 Delamere Street	312000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
15/11/2000	3/07/2001	26/1 Delamere Street	312000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
29/09/2000	21/06/2001	30/1 Delamere Street	311200	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
13/03/2000	25/04/2000	21 Murranji Street	298000	1087	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
21/11/2000	5/03/2001	20 Woolner Circuit	298000	1184	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
3/10/2000	3/10/2000	9 Moroak Street	295000	1184	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
7/08/2000	21/09/2000	12 Goodparla Street	295000	1146	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
16/11/2000	17/01/2001	8 Andado Place	290000	1800	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
15/05/2000	7/08/2000	18 Murranji Street	290000	1158	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
21/10/2000	NA	Elkedra Close *	290000	NA	Full transfer	NA	21/09/2000	4	NA	NA	NA	NA
25/10/2000	5/12/2001	20/1 Delamere Street	287620	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
4/10/2000	21/06/2001	15/1 Delamere Street	285000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
12/10/2000	27/06/2001	17/1 Delamere Street	285000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
13/11/2000	12/12/2000	28 Alroy Circuit	278000	824	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
25/09/2000	26/06/2001	1/1 Delamere Street	277000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
9/02/2000	22/02/2000	78 Springvale Drive	275000	1097	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
21/07/2000	8/09/2000	15 Alroy Circuit	275000	790	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
11/09/2000	21/06/2001	13/1 Delamere Street	275000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
8/05/2000	27/06/2000	23 Erldunda Circuit	270000	924	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
22/11/2000	11/12/2000	20 Alroy Circuit	269950	891	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
10/10/2000	21/06/2001	21/1 Delamere Street	260000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
15/11/2000	29/06/2001	4/1 Delamere Street	260000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
10/10/2000	27/07/2001	28/1 Delamere Street	259950	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
14/02/2000	13/03/2000	4 Andado Place	258000	1239	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
12/10/2000	20/07/2001	16/1 Delamere Street	255000	18341	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
22/03/2000	1/05/2000	19 Mataranka Street	253000	908	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
14/03/2000	7/07/2000	8 Elsey Street	247500	1614	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
5/09/2000	6/10/2000	104 Murranji Street	246500	880	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
12/10/2000	17/11/2000	24 Alroy Circuit	245000	830	Full transfer	Single residential dwelling	9/09/2000	NA	NA	NA	NA	NA
7/04/2000	7/06/2000	8 Alroy Circuit	245000	831	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
15/02/2000	16/03/2000	49 Erldunda Circuit	243500	859	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
23/03/2000	25/04/2000	12 Kulgera Street	240000	780	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
11/02/2000	19/06/2000	114 Murranji Street	239950	878	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
10/10/2000	25/06/2001	3/42 Jinka Street	239950	6092	Full transfer	Multiple unit dwelling	NA	NA	NA	NA	NA	NA
11/05/2000	19/05/2000	29 Tanumbirini Street	236000	1000	Full transfer	Single residential dwelling	NA	NA	NA	NA	NA	NA
