"YEAR","STATE","EVTYPE","COUNT","FATALITIES","INJURIES","PROPDMG","CROPDMG"
1980,"louisiana","TORNADO",17,2,11,2.85,0
1980,"louisiana","HAIL",27,0,0,0,0
1981,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",84,0,0,0,0
1981,"louisiana","HAIL",26,0,0,0,0
1981,"louisiana","TORNADO",21,0,12,2.94331,0
1982,"louisiana","HAIL",66,0,0,0,0
1982,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",91,0,0,0,0
1982,"louisiana","TORNADO",40,0,2,3.95924,0
1983,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",235,0,0,0,0
1983,"louisiana","TORNADO",71,5,139,149.38043,0
1983,"louisiana","HAIL",97,0,0,0,0
1984,"louisiana","HAIL",186,0,0,0,0
1984,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",156,1,11,0,0
1984,"louisiana","TORNADO",36,0,26,106.235,0
1985,"louisiana","HAIL",106,0,0,0,0
1985,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",171,4,29,0,0
1985,"louisiana","TORNADO",24,0,1,0.425,0
1986,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",73,0,2,0,0
1986,"louisiana","HAIL",49,0,0,0,0
1986,"louisiana","TORNADO",17,0,13,1.575,0
1987,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",179,3,15,0,0
1987,"louisiana","HAIL",84,0,0,0,0
1987,"louisiana","TORNADO",26,1,109,55.135,0
1988,"louisiana","HAIL",88,0,0,0,0
1988,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",90,1,3,0,0
1988,"louisiana","TORNADO",36,0,8,29.2605,0
1989,"louisiana","TORNADO",49,2,104,13.605,0
1989,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",150,0,6,0,0
1989,"louisiana","HAIL",124,0,1,0,0
1990,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",203,1,36,0,0
1990,"louisiana","HAIL",147,0,0,0,0
1990,"louisiana","TORNADO",74,0,20,2.16175,0
1991,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",231,2,17,0,0
1991,"louisiana","HAIL",170,0,0,0,0
1991,"louisiana","TORNADO",39,0,15,7.71275,0
1992,"louisiana","TORNADO",87,2,85,76.9225,0
1992,"louisiana","THUNDERSTORM / THUNDERSTORM WIND",265,1,35,0,0
1953,"maine","TORNADO",2,0,2,0.00025,0
1954,"maine","TORNADO",2,1,2,0.05,0
1955,"maine","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1956,"maine","TORNADO",2,0,0,0.05,0
1957,"maine","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1957,"maine","HAIL",1,0,0,0,0
1957,"maine","TORNADO",1,0,0,0.0025,0
1958,"maine","TORNADO",7,0,0,0.10525,0
1958,"maine","HAIL",6,0,0,0,0
1958,"maine","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1959,"maine","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1959,"maine","TORNADO",6,0,2,0.035,0
1960,"maine","HAIL",4,0,0,0,0
1960,"maine","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1960,"maine","TORNADO",1,0,0,0.025,0
1961,"maine","TORNADO",6,0,1,0.375,0
1961,"maine","HAIL",7,0,0,0,0
1961,"maine","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1962,"maine","TORNADO",2,0,0,0.005,0
1962,"maine","HAIL",2,0,0,0,0
1963,"maine","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1963,"maine","TORNADO",7,0,0,0.26025,0
1963,"maine","HAIL",2,0,0,0,0
1964,"maine","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1964,"maine","HAIL",3,0,0,0,0
1965,"maine","HAIL",3,0,0,0,0
1965,"maine","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1965,"maine","TORNADO",3,0,3,0.255,0
1966,"maine","HAIL",2,0,0,0,0
1966,"maine","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1966,"maine","TORNADO",2,0,0,0.05,0
1967,"maine","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1967,"maine","TORNADO",1,0,0,0.025,0
1967,"maine","HAIL",1,0,0,0,0
1968,"maine","HAIL",3,0,0,0,0
1968,"maine","TORNADO",2,0,2,0.0275,0
1968,"maine","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1969,"maine","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1969,"maine","TORNADO",1,0,0,0.025,0
1969,"maine","HAIL",1,0,0,0,0
1970,"maine","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1970,"maine","HAIL",3,0,0,0,0
1970,"maine","TORNADO",2,0,0,0.0275,0
1971,"maine","HAIL",1,0,0,0,0
1971,"maine","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1971,"maine","TORNADO",11,0,1,1.328,0
1972,"maine","TORNADO",2,0,0,0.005,0
1972,"maine","HAIL",1,0,0,0,0
1973,"maine","HAIL",3,0,0,0,0
1973,"maine","THUNDERSTORM / THUNDERSTORM WIND",8,0,0,0,0
1973,"maine","TORNADO",3,0,0,0.025,0
1974,"maine","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1974,"maine","TORNADO",1,0,1,0.0025,0
1974,"maine","HAIL",4,0,0,0,0
1975,"maine","HAIL",6,0,0,0,0
1975,"maine","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
1975,"maine","TORNADO",2,0,0,0.0275,0
1976,"maine","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1976,"maine","HAIL",2,0,0,0,0
1976,"maine","TORNADO",1,0,2,0.25,0
1977,"maine","HAIL",3,0,0,0,0
1977,"maine","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1977,"maine","TORNADO",1,0,0,0.025,0
1978,"maine","TORNADO",2,0,0,0.00025,0
1978,"maine","HAIL",2,0,0,0,0
1978,"maine","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1979,"maine","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1980,"maine","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1980,"maine","HAIL",4,0,0,0,0
1981,"maine","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1981,"maine","HAIL",1,0,0,0,0
1981,"maine","TORNADO",1,0,0,0.025,0
1982,"maine","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1982,"maine","HAIL",1,0,0,0,0
1983,"maine","HAIL",18,0,0,0,0
1983,"maine","THUNDERSTORM / THUNDERSTORM WIND",34,0,0,0,0
1984,"maine","TORNADO",1,0,0,0.25,0
1984,"maine","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1984,"maine","HAIL",4,0,0,0,0
1985,"maine","THUNDERSTORM / THUNDERSTORM WIND",10,0,1,0,0
1985,"maine","HAIL",17,0,0,0,0
1986,"maine","HAIL",27,0,0,0,0
1986,"maine","THUNDERSTORM / THUNDERSTORM WIND",35,0,0,0,0
1986,"maine","TORNADO",2,0,0,2.75,0
1987,"maine","THUNDERSTORM / THUNDERSTORM WIND",25,0,0,0,0
1987,"maine","HAIL",12,0,0,0,0
1988,"maine","HAIL",15,0,0,0,0
1988,"maine","THUNDERSTORM / THUNDERSTORM WIND",26,0,0,0,0
1988,"maine","TORNADO",1,0,0,2.5,0
1989,"maine","THUNDERSTORM / THUNDERSTORM WIND",24,0,1,0,0
1989,"maine","TORNADO",1,0,0,0.25,0
1989,"maine","HAIL",2,0,0,0,0
1990,"maine","HAIL",16,0,0,0,0
1990,"maine","THUNDERSTORM / THUNDERSTORM WIND",20,0,0,0,0
1991,"maine","THUNDERSTORM / THUNDERSTORM WIND",21,0,0,0,0
1991,"maine","HAIL",10,0,0,0,0
1991,"maine","TORNADO",1,0,0,0,0
1992,"maine","THUNDERSTORM / THUNDERSTORM WIND",22,0,0,0,0
1950,"maryland","TORNADO",1,0,0,0.0025,0
1952,"maryland","TORNADO",4,0,1,0.07525,0
1953,"maryland","TORNADO",2,0,0,0.00275,0
1954,"maryland","TORNADO",2,0,8,0.025,0
1956,"maryland","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1956,"maryland","HAIL",1,0,0,0,0
1957,"maryland","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1957,"maryland","HAIL",5,0,0,0,0
1958,"maryland","THUNDERSTORM / THUNDERSTORM WIND",17,0,0,0,0
1958,"maryland","HAIL",5,0,0,0,0
1958,"maryland","TORNADO",2,0,0,0.05,0
1959,"maryland","HAIL",2,0,0,0,0
1959,"maryland","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1959,"maryland","TORNADO",2,0,0,0.0275,0
1960,"maryland","TORNADO",2,0,0,0.005,0
1960,"maryland","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
1960,"maryland","HAIL",2,0,0,0,0
1961,"maryland","TORNADO",4,0,0,0.3025,0
1961,"maryland","HAIL",1,0,0,0,0
1961,"maryland","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1962,"maryland","HAIL",5,0,0,0,0
1962,"maryland","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1962,"maryland","TORNADO",3,0,0,0.05025,0
1963,"maryland","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1963,"maryland","HAIL",4,0,0,0,0
1963,"maryland","TORNADO",2,0,0,0.05,0
1964,"maryland","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1965,"maryland","THUNDERSTORM / THUNDERSTORM WIND",13,0,0,0,0
1965,"maryland","HAIL",5,0,0,0,0
1965,"maryland","TORNADO",2,0,0,0.05,0
1966,"maryland","HAIL",2,0,0,0,0
1966,"maryland","TORNADO",2,0,0,0.05,0
1966,"maryland","THUNDERSTORM / THUNDERSTORM WIND",7,0,0,0,0
1967,"maryland","TORNADO",5,1,0,0.08,0
1967,"maryland","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1967,"maryland","HAIL",2,0,0,0,0
1968,"maryland","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1968,"maryland","HAIL",8,0,0,0,0
1969,"maryland","HAIL",5,0,0,0,0
1969,"maryland","THUNDERSTORM / THUNDERSTORM WIND",20,0,0,0,0
1969,"maryland","TORNADO",2,0,1,0.275,0
1970,"maryland","THUNDERSTORM / THUNDERSTORM WIND",33,0,0,0,0
1970,"maryland","HAIL",7,0,0,0,0
1971,"maryland","THUNDERSTORM / THUNDERSTORM WIND",21,0,0,0,0
1971,"maryland","HAIL",8,0,0,0,0
1971,"maryland","TORNADO",3,0,0,0.525,0
1972,"maryland","TORNADO",1,0,0,0.25,0
1972,"maryland","THUNDERSTORM / THUNDERSTORM WIND",2,0,0,0,0
1973,"maryland","HAIL",1,0,0,0,0
1973,"maryland","TORNADO",4,0,4,0.055,0
1973,"maryland","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1974,"maryland","TORNADO",4,0,0,0.0325,0
1974,"maryland","THUNDERSTORM / THUNDERSTORM WIND",25,0,0,0,0
1974,"maryland","HAIL",2,0,0,0,0
1975,"maryland","TORNADO",10,0,0,0.38,0
1975,"maryland","HAIL",9,0,0,0,0
1975,"maryland","THUNDERSTORM / THUNDERSTORM WIND",25,0,0,0,0
1976,"maryland","THUNDERSTORM / THUNDERSTORM WIND",23,0,0,0,0
1976,"maryland","TORNADO",4,0,0,0.775,0
1976,"maryland","HAIL",1,0,0,0,0
1977,"maryland","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1977,"maryland","TORNADO",2,0,0,0.02525,0
1977,"maryland","HAIL",1,0,0,0,0
1978,"maryland","TORNADO",9,0,0,0.6275,0
1978,"maryland","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1978,"maryland","HAIL",1,0,0,0,0
1979,"maryland","TORNADO",8,0,2,3.0775,0
1979,"maryland","THUNDERSTORM / THUNDERSTORM WIND",17,0,0,0,0
1979,"maryland","HAIL",3,0,0,0,0
1980,"maryland","THUNDERSTORM / THUNDERSTORM WIND",25,0,0,0,0
1980,"maryland","TORNADO",3,0,14,0.525,0
1980,"maryland","HAIL",8,0,0,0,0
1981,"maryland","HAIL",1,0,0,0,0
1981,"maryland","TORNADO",2,0,2,2.525,0
1981,"maryland","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1982,"maryland","HAIL",5,0,0,0,0
1982,"maryland","THUNDERSTORM / THUNDERSTORM WIND",24,0,0,0,0
1982,"maryland","TORNADO",1,0,0,0.0025,0
1983,"maryland","HAIL",5,0,0,0,0
1983,"maryland","THUNDERSTORM / THUNDERSTORM WIND",61,0,0,0,0
1983,"maryland","TORNADO",4,0,0,0.1,0
1984,"maryland","HAIL",4,0,0,0,0
1984,"maryland","THUNDERSTORM / THUNDERSTORM WIND",18,0,20,0,0
1984,"maryland","TORNADO",5,1,18,7.775,0
1985,"maryland","THUNDERSTORM / THUNDERSTORM WIND",20,0,0,0,0
1985,"maryland","HAIL",4,0,0,0,0
1986,"maryland","THUNDERSTORM / THUNDERSTORM WIND",26,1,1,0,0
1986,"maryland","HAIL",2,0,0,0,0
1987,"maryland","THUNDERSTORM / THUNDERSTORM WIND",6,0,4,0,0
1987,"maryland","HAIL",3,0,0,0,0
1988,"maryland","THUNDERSTORM / THUNDERSTORM WIND",24,0,9,0,0
1988,"maryland","HAIL",9,0,0,0,0
1989,"maryland","THUNDERSTORM / THUNDERSTORM WIND",65,0,4,0,0
1989,"maryland","HAIL",4,0,0,0,0
1989,"maryland","TORNADO",1,0,0,0.25,0
1990,"maryland","THUNDERSTORM / THUNDERSTORM WIND",87,2,13,0,0
1990,"maryland","HAIL",13,0,0,0,0
1990,"maryland","TORNADO",10,0,62,28.3525,0
1991,"maryland","THUNDERSTORM / THUNDERSTORM WIND",82,0,13,0,0
1991,"maryland","HAIL",19,0,0,0,0
1991,"maryland","TORNADO",1,0,0,0.025,0
1992,"maryland","THUNDERSTORM / THUNDERSTORM WIND",83,0,1,0,0
1992,"maryland","TORNADO",13,0,2,5.0525,0
1951,"massachusetts","TORNADO",2,0,0,0.0025,0
1953,"massachusetts","TORNADO",4,90,1245,257.5,0
1954,"massachusetts","TORNADO",2,0,0,0.005,0
1955,"massachusetts","HAIL",4,0,0,0,0
1955,"massachusetts","TORNADO",4,0,0,0.0075,0
1956,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1956,"massachusetts","TORNADO",10,0,14,2.8555,0
1956,"massachusetts","HAIL",3,0,0,0,0
1957,"massachusetts","TORNADO",7,0,0,0.05575,0
1957,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1957,"massachusetts","HAIL",7,0,0,0,0
1958,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1958,"massachusetts","TORNADO",12,1,2,0.5205,0
1958,"massachusetts","HAIL",3,0,0,0,0
1959,"massachusetts","HAIL",4,0,0,0,0
1959,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1960,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1960,"massachusetts","HAIL",2,0,0,0,0
1960,"massachusetts","TORNADO",1,0,0,3e-05,0
1961,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1961,"massachusetts","HAIL",5,0,0,0,0
1961,"massachusetts","TORNADO",3,0,0,0.075,0
1962,"massachusetts","HAIL",4,0,0,0,0
1962,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1962,"massachusetts","TORNADO",2,0,3,0.05,0
1963,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",5,0,0,0,0
1963,"massachusetts","TORNADO",8,0,0,0.11,0
1963,"massachusetts","HAIL",4,0,0,0,0
1964,"massachusetts","TORNADO",5,0,0,0.305,0
1964,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1964,"massachusetts","HAIL",4,0,0,0,0
1965,"massachusetts","TORNADO",4,0,0,0.25028,0
1965,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1965,"massachusetts","HAIL",4,0,0,0,0
1966,"massachusetts","TORNADO",5,0,1,0.30025,0
1966,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1966,"massachusetts","HAIL",7,0,0,0,0
1967,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1967,"massachusetts","HAIL",1,0,0,0,0
1967,"massachusetts","TORNADO",1,0,0,0.00025,0
1968,"massachusetts","HAIL",4,0,0,0,0
1968,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1968,"massachusetts","TORNADO",6,0,5,0.28275,0
1969,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",11,0,0,0,0
1969,"massachusetts","HAIL",3,0,0,0,0
1969,"massachusetts","TORNADO",1,0,0,0.0025,0
1970,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1970,"massachusetts","TORNADO",8,1,0,1.075,0
1970,"massachusetts","HAIL",2,0,0,0,0
1971,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1971,"massachusetts","HAIL",2,0,0,0,0
1971,"massachusetts","TORNADO",6,0,3,0.08025,0
1972,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1972,"massachusetts","HAIL",5,0,0,0,0
1972,"massachusetts","TORNADO",10,1,11,2.59,0
1973,"massachusetts","HAIL",16,0,0,0,0
1973,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",24,0,0,0,0
1973,"massachusetts","TORNADO",3,4,36,25.02525,0
1974,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1974,"massachusetts","HAIL",4,0,0,0,0
1974,"massachusetts","TORNADO",1,0,1,0.25,0
1975,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",1,0,0,0,0
1975,"massachusetts","TORNADO",2,0,0,0.05,0
1976,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",20,0,0,0,0
1976,"massachusetts","TORNADO",1,0,0,0.0025,0
1977,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1977,"massachusetts","TORNADO",2,0,2,0.025,0
1978,"massachusetts","TORNADO",1,0,0,0.00025,0
1978,"massachusetts","HAIL",1,0,0,0,0
1979,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",10,0,0,0,0
1979,"massachusetts","HAIL",2,0,0,0,0
1979,"massachusetts","TORNADO",2,2,3,2.525,0
1980,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",6,0,0,0,0
1981,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",14,0,0,0,0
1981,"massachusetts","TORNADO",1,0,3,0.025,0
1981,"massachusetts","HAIL",4,0,0,0,0
1982,"massachusetts","HAIL",4,0,0,0,0
1982,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",3,0,0,0,0
1983,"massachusetts","HAIL",2,0,0,0,0
1983,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",33,0,0,0,0
1983,"massachusetts","TORNADO",2,0,0,0.00028,0
1984,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1984,"massachusetts","HAIL",2,0,0,0,0
1984,"massachusetts","TORNADO",3,0,0,0.0525,0
1985,"massachusetts","HAIL",15,0,0,0,0
1985,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",13,0,0,0,0
1985,"massachusetts","TORNADO",1,0,0,0.00025,0
1986,"massachusetts","HAIL",5,0,0,0,0
1986,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",10,0,5,0,0
1986,"massachusetts","TORNADO",3,0,0,0.5025,0
1987,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",4,0,0,0,0
1987,"massachusetts","HAIL",3,0,0,0,0
1988,"massachusetts","HAIL",10,0,0,0,0
1988,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",49,0,5,0,0
1989,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",54,2,11,0,0
1989,"massachusetts","HAIL",8,0,0,0,0
1989,"massachusetts","TORNADO",7,0,1,1.0525,0
1990,"massachusetts","TORNADO",3,0,0,0.00503,0
1990,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",9,0,0,0,0
1991,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",51,0,0,0,0
1991,"massachusetts","HAIL",1,0,0,0,0
1991,"massachusetts","TORNADO",1,0,0,0.25,0
1992,"massachusetts","THUNDERSTORM / THUNDERSTORM WIND",23,0,0,0,0
1992,"massachusetts","TORNADO",2,0,4,0.025,0
1951,"michigan","TORNADO",8,1,4,0.8275,0
1953,"michigan","TORNADO",20,127,982,84.0555,0
1954,"michigan","TORNADO",12,0,2,0.3855,0
1955,"michigan","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1955,"michigan","HAIL",8,0,0,0,0
1955,"michigan","TORNADO",13,0,2,0.57025,0
1956,"michigan","HAIL",10,0,0,0,0
1956,"michigan","TORNADO",34,24,534,20.93525,0
1956,"michigan","THUNDERSTORM / THUNDERSTORM WIND",26,0,0,0,0
1957,"michigan","THUNDERSTORM / THUNDERSTORM WIND",15,0,0,0,0
1957,"michigan","HAIL",4,0,0,0,0
1957,"michigan","TORNADO",13,1,18,0.90753,0
1958,"michigan","TORNADO",7,0,0,0.03034,0
1958,"michigan","THUNDERSTORM / THUNDERSTORM WIND",18,0,0,0,0
1958,"michigan","HAIL",5,0,0,0,0
1959,"michigan","HAIL",5,0,0,0,0
1959,"michigan","THUNDERSTORM / THUNDERSTORM WIND",15,0,0,0,0
1959,"michigan","TORNADO",2,0,0,0.00025,0
1960,"michigan","TORNADO",6,0,0,0.0825,0
1960,"michigan","HAIL",7,0,0,0,0
1960,"michigan","THUNDERSTORM / THUNDERSTORM WIND",31,0,0,0,0
1961,"michigan","TORNADO",5,0,1,0.325,0
1961,"michigan","HAIL",16,0,0,0,0
1961,"michigan","THUNDERSTORM / THUNDERSTORM WIND",25,0,0,0,0
1962,"michigan","HAIL",15,0,0,0,0
1962,"michigan","THUNDERSTORM / THUNDERSTORM WIND",29,0,0,0,0
1962,"michigan","TORNADO",5,0,0,0.05525,0
1963,"michigan","THUNDERSTORM / THUNDERSTORM WIND",37,0,0,0,0
1963,"michigan","HAIL",22,0,0,0,0
1963,"michigan","TORNADO",5,1,1,0.575,0
1964,"michigan","THUNDERSTORM / THUNDERSTORM WIND",30,0,0,0,0
1964,"michigan","TORNADO",14,11,233,3.95,0
1964,"michigan","HAIL",5,0,0,0,0
1965,"michigan","TORNADO",28,53,800,310.175,0
1965,"michigan","THUNDERSTORM / THUNDERSTORM WIND",41,0,0,0,0
1965,"michigan","HAIL",14,0,0,0,0
1966,"michigan","THUNDERSTORM / THUNDERSTORM WIND",29,0,0,0,0
1966,"michigan","TORNADO",11,0,0,0.133,0
1966,"michigan","HAIL",11,0,0,0,0
1967,"michigan","THUNDERSTORM / THUNDERSTORM WIND",36,0,0,0,0
1967,"michigan","TORNADO",19,0,56,28.90775,0
1967,"michigan","HAIL",6,0,0,0,0
1968,"michigan","TORNADO",21,1,14,5.9825,0
1968,"michigan","HAIL",19,0,0,0,0
1968,"michigan","THUNDERSTORM / THUNDERSTORM WIND",69,0,0,0,0
1969,"michigan","TORNADO",9,0,65,5.6025,0
1969,"michigan","HAIL",14,0,0,0,0
1969,"michigan","THUNDERSTORM / THUNDERSTORM WIND",49,0,0,0,0
1970,"michigan","THUNDERSTORM / THUNDERSTORM WIND",30,0,0,0,0
1970,"michigan","TORNADO",3,0,0,0.05,0
1970,"michigan","HAIL",16,0,0,0,0
1971,"michigan","THUNDERSTORM / THUNDERSTORM WIND",45,0,0,0,0
1971,"michigan","HAIL",15,0,0,0,0
1971,"michigan","TORNADO",9,0,5,1.0525,0
1972,"michigan","TORNADO",17,0,9,5.608,0
1972,"michigan","HAIL",6,0,0,0,0
1972,"michigan","THUNDERSTORM / THUNDERSTORM WIND",12,0,0,0,0
1973,"michigan","TORNADO",35,0,10,1.17112,0
1973,"michigan","THUNDERSTORM / THUNDERSTORM WIND",52,0,0,0,0
1973,"michigan","HAIL",10,0,0,0,0
1974,"michigan","THUNDERSTORM / THUNDERSTORM WIND",63,0,0,0,0
1974,"michigan","TORNADO",43,3,51,5.14875,0
1974,"michigan","HAIL",31,0,0,0,0
1975,"michigan","THUNDERSTORM / THUNDERSTORM WIND",118,0,0,0,0
1975,"michigan","HAIL",38,0,0,0,0
1975,"michigan","TORNADO",26,1,18,0.99525,0
1976,"michigan","TORNADO",42,3,93,32.05006,0
1976,"michigan","THUNDERSTORM / THUNDERSTORM WIND",78,0,0,0,0
1976,"michigan","HAIL",21,0,0,0,0
1977,"michigan","THUNDERSTORM / THUNDERSTORM WIND",32,0,0,0,0
1977,"michigan","TORNADO",35,1,69,7.01053,0
1977,"michigan","HAIL",13,0,0,0,0
1978,"michigan","THUNDERSTORM / THUNDERSTORM WIND",31,0,0,0,0
1978,"michigan","TORNADO",19,0,12,1.42831,0
1978,"michigan","HAIL",21,0,0,0,0
1979,"michigan","THUNDERSTORM / THUNDERSTORM WIND",56,0,0,0,0
1979,"michigan","TORNADO",22,0,7,1.05753,0
1979,"michigan","HAIL",17,0,0,0,0
1980,"michigan","HAIL",47,0,0,0,0
1980,"michigan","THUNDERSTORM / THUNDERSTORM WIND",114,0,0,0,0
1980,"michigan","TORNADO",19,5,97,52.9105,0
1981,"michigan","HAIL",17,0,0,0,0
1981,"michigan","THUNDERSTORM / THUNDERSTORM WIND",26,0,0,0,0
1981,"michigan","TORNADO",5,0,0,0.2825,0
1982,"michigan","THUNDERSTORM / THUNDERSTORM WIND",86,0,0,0,0
1982,"michigan","TORNADO",23,1,7,9.59053,0
1982,"michigan","HAIL",15,0,0,0,0
1983,"michigan","HAIL",46,0,0,0,0
1983,"michigan","TORNADO",21,1,4,50.97878,0
1983,"michigan","THUNDERSTORM / THUNDERSTORM WIND",247,0,0,0,0
1984,"michigan","THUNDERSTORM / THUNDERSTORM WIND",66,1,3,0,0
1984,"michigan","TORNADO",25,0,12,16.62856,0
1984,"michigan","HAIL",27,0,0,0,0
1985,"michigan","THUNDERSTORM / THUNDERSTORM WIND",126,0,0,0,0
1985,"michigan","HAIL",65,0,0,0,0
1985,"michigan","TORNADO",12,1,6,0.765,0
1986,"michigan","HAIL",57,0,0,0,0
1986,"michigan","THUNDERSTORM / THUNDERSTORM WIND",81,0,19,0,0
1986,"michigan","TORNADO",30,0,17,14.36775,0
1987,"michigan","TORNADO",28,1,17,2.97403,0
1987,"michigan","THUNDERSTORM / THUNDERSTORM WIND",130,6,9,0,0
1987,"michigan","HAIL",26,0,0,0,0
1988,"michigan","THUNDERSTORM / THUNDERSTORM WIND",173,6,15,0,0
1988,"michigan","TORNADO",30,1,8,5.93278,0
1988,"michigan","HAIL",66,0,0,0,0
1989,"michigan","HAIL",39,0,0,0,0
1989,"michigan","THUNDERSTORM / THUNDERSTORM WIND",89,1,9,0,0
1989,"michigan","TORNADO",19,0,2,1.63575,0
1990,"michigan","THUNDERSTORM / THUNDERSTORM WIND",96,1,6,0,0
1990,"michigan","HAIL",25,0,0,0,0
1990,"michigan","TORNADO",23,0,1,7.9675,0
1991,"michigan","HAIL",72,0,0,0,0
